Chr	Start	End	Length	Strand	mESc.2i.RNA.DMSO.REP1	mESc.2i.RNA.DMSO.REP2	mESc.2i.RNA.DMSO.REP3	mESc.2i.RNA.RA.REP1	mESc.2i.RNA.RA.REP2	mESc.2i.RNA.RA.REP3
ENSMUSG00000071551	chr13	4227946	4247927	3338	+	0	0	1	1	0	1
ENSMUSG00000071552	chr16	43648974	43664297	963	-	13	25	14	19	10	34
ENSMUSG00000071553	chr6	30491582	30514476	6261	+	13	17	15	8	1	11
ENSMUSG00000071561	chr16	36359468	36367834	1518	-	0	0	0	0	0	0
ENSMUSG00000071562	chr16	36277213	36285457	439	+	0	0	0	0	0	0
ENSMUSG00000071563	chr6	23115338	23117413	2076	-	1	1	1	1	0	1
ENSMUSG00000071564	chr6	23107986	23110061	2076	-	0	3	0	1	0	0
ENSMUSG00000071567	chr14	24111513	24112865	2557	-	0	2	0	0	0	0
ENSMUSG00000071568	chr6	18774552	18775058	507	+	11	9	9	14	4	2
ENSMUSG00000071573	chr19	33212237	33466785	2975	-	12	17	11	21	7	13
ENSMUSG00000071574	chr14	20413361	20421803	4016	-	0	0	0	0	0	0
ENSMUSG00000071584	chr15	102359067	102359456	390	-	17	39	26	16	10	22
ENSMUSG00000071586	chr15	102334153	102334317	165	+	25	39	18	47	7	48
ENSMUSG00000071588	chr14	8413131	8428106	984	-	0	0	0	0	0	0
ENSMUSG00000071591	chr14	8207937	8236606	583	-	0	0	0	0	0	0
ENSMUSG00000071604	chr19	24047241	24105509	2547	-	324	319	305	112	20	101
ENSMUSG00000071613	chr14	3133997	3195623	2274	+	1	1	1	0	0	0
ENSMUSG00000071616	chr14	6437127	6457325	1338	+	0	0	0	0	0	0
ENSMUSG00000071629	chr19	13575036	13577782	1100	+	0	0	0	0	0	0
ENSMUSG00000071630	chr19	13545462	13546406	945	+	0	0	0	0	0	0
ENSMUSG00000071632	chr16	18836671	18840251	1641	+	174	145	162	108	20	81
ENSMUSG00000071633	chr19	12674506	12702106	1577	+	0	0	0	0	0	0
ENSMUSG00000071636	chr16	17208228	17214064	11674	+	207	183	155	314	79	201
ENSMUSG00000071637	chr16	15887379	15888559	1180	+	15	10	16	16	9	12
ENSMUSG00000071640	chr19	9632096	9633738	1007	-	15	22	16	20	11	35
ENSMUSG00000071644	chr19	9041531	9052969	5873	+	29364	25613	23969	22729	5032	13539
ENSMUSG00000071645	chr19	9028340	9040697	2747	+	1071	931	893	952	173	577
ENSMUSG00000071646	chr19	9016365	9026793	6821	+	3940	3362	3270	2897	656	1834
ENSMUSG00000071647	chr19	9004184	9016053	3161	+	484	462	405	483	97	401
ENSMUSG00000071648	chr19	9001872	9003846	1526	-	25	16	21	40	6	12
ENSMUSG00000071649	chr19	8994864	9001724	1601	+	459	407	387	356	68	210
ENSMUSG00000071650	chr19	8972580	8991153	6785	+	9807	9054	7789	10106	2068	7246
ENSMUSG00000071652	chr19	8967477	8972380	3294	+	1156	1007	948	987	202	778
ENSMUSG00000071653	chr19	8963393	8965230	615	+	1145	1021	1071	1037	253	569
ENSMUSG00000071654	chr19	8954506	8955423	829	-	341	260	289	294	50	175
ENSMUSG00000071655	chr19	8946049	8950153	2073	+	3210	2653	2446	2359	512	1208
ENSMUSG00000071656	chr19	8925275	8928399	3051	+	80	56	58	28	7	42
ENSMUSG00000071657	chr19	8911957	8923173	18218	+	834	864	709	860	186	642
ENSMUSG00000071658	chr19	8911419	8913736	1699	-	105	101	77	119	19	56
ENSMUSG00000071659	chr19	8893891	8908632	5726	+	2968	2942	2185	2196	708	2209
ENSMUSG00000071660	chr19	8883565	8893823	6886	-	1716	1453	1417	1166	282	787
ENSMUSG00000071661	chr19	8876986	8879344	3954	+	131	104	119	105	25	69
ENSMUSG00000071662	chr19	8867619	8873047	868	-	1231	1027	944	939	251	495
ENSMUSG00000071665	chrX	149553329	149567404	6282	+	16	13	11	17	8	15
ENSMUSG00000071669	chr16	11405741	11755565	9909	+	152	158	115	120	36	200
ENSMUSG00000071671	chr16	10801462	10801809	348	+	0	0	0	0	0	2
ENSMUSG00000071679	chrX	141123450	141556954	5393	+	0	0	0	0	0	0
ENSMUSG00000071680	chrX	138847298	138847510	213	+	0	2	1	2	1	0
ENSMUSG00000071686	chrX	134742704	134744119	1317	-	0	0	0	0	0	0
ENSMUSG00000071690	chrX	131280034	131281452	1419	-	0	0	0	0	0	0
ENSMUSG00000071691	chr19	4648317	4698315	2042	-	8	5	3	5	3	8
ENSMUSG00000071700	chrX	120926715	120927374	660	+	0	0	0	0	0	0
ENSMUSG00000071701	chrX	120715082	120718134	3053	+	0	0	0	0	0	0
ENSMUSG00000071708	chrX	153881787	153930219	9281	-	1339	1288	1198	1275	316	745
ENSMUSG00000071711	chr15	78237142	78244432	5420	+	229	216	207	114	22	103
ENSMUSG00000071713	chr15	78156420	78184277	11609	+	6	4	1	2	4	6
ENSMUSG00000071714	chr15	78112947	78136052	7987	-	16	9	10	12	5	20
ENSMUSG00000071715	chr15	78075231	78093010	4419	+	0	0	0	0	0	0
ENSMUSG00000071716	chr15	77529312	77549716	2232	+	0	0	0	0	0	3
ENSMUSG00000071719	chrX	97016360	97044129	3909	+	53	43	39	56	20	42
ENSMUSG00000071721	chrX	92927929	92928657	556	-	0	0	0	0	0	1
ENSMUSG00000071722	chrX	92217846	92222021	4176	-	100	97	89	77	26	33
ENSMUSG00000071723	chrX	91881408	91888583	4806	+	232	231	205	225	45	177
ENSMUSG00000071724	chr15	76124864	76127326	4007	+	7	1	5	3	1	0
ENSMUSG00000071726	chrX	89735288	89736020	560	+	1	0	0	1	0	0
ENSMUSG00000071735	chrX	76511898	76540620	458	-	1	0	0	0	0	0
ENSMUSG00000071738	chrX	73509643	73513077	1077	+	0	0	0	0	0	0
ENSMUSG00000071745	chrX	70382571	70394789	2862	-	7	2	2	4	0	1
ENSMUSG00000071748	chrX	66074268	66078493	4226	+	521	512	457	609	256	417
ENSMUSG00000071749	chr15	59846421	59848173	1753	-	0	0	0	1	0	0
ENSMUSG00000071750	chr15	59825985	59826383	399	-	0	0	0	0	0	0
ENSMUSG00000071753	chrX	58369561	58429166	6444	+	0	0	0	0	0	0
ENSMUSG00000071757	chr15	57526220	57671388	4588	+	0	0	0	0	0	0
ENSMUSG00000071763	chrX	50972573	50994509	2812	+	4	1	3	1	1	3
ENSMUSG00000071764	chrX	47036681	47037640	960	+	0	0	0	0	0	0
ENSMUSG00000071766	chrX	35457254	35464084	1481	-	0	0	0	0	0	0
ENSMUSG00000071767	chrX	35184863	35194348	983	+	0	0	0	0	0	1
ENSMUSG00000071769	chrX	35072199	35083271	1049	-	0	0	0	0	0	0
ENSMUSG00000071770	chrX	34971919	34976789	977	+	0	0	0	0	0	0
ENSMUSG00000071771	chrX	34847001	34851786	2718	+	0	0	0	0	0	0
ENSMUSG00000071772	chrX	34956526	34965589	1881	+	0	0	0	0	0	0
ENSMUSG00000071773	chrX	34753799	34762253	883	-	18	17	22	39	8	20
ENSMUSG00000071781	chrX	24639163	24728615	2593	-	0	0	0	0	0	0
ENSMUSG00000071788	chrX	26099903	26129764	893	-	0	0	0	0	0	0
ENSMUSG00000071793	chr8	19863337	20020413	10904	-	5730	5744	4418	6285	1898	5815
ENSMUSG00000071796	chr8	19858191	19893124	10083	-	5094	5028	3915	4606	1371	3876
ENSMUSG00000071815	chrX	8610604	8611459	856	+	2	2	0	3	1	0
ENSMUSG00000071816	chrX	8380817	8386512	602	+	0	0	0	0	0	0
ENSMUSG00000071818	chr11	101813735	101821887	2365	+	0	1	0	0	0	0
ENSMUSG00000071847	chr18	63081981	63112849	4641	+	149	142	128	79	10	55
ENSMUSG00000071855	chr18	46441805	46471582	2801	-	176	158	131	222	72	133
ENSMUSG00000071856	chr18	44584715	44971836	15682	-	186	227	170	183	41	196
ENSMUSG00000071858	chr18	43936850	43952532	748	-	0	0	0	0	0	0
ENSMUSG00000071860	chr18	40416616	40417338	723	+	17	19	7	14	5	18
ENSMUSG00000071862	chr18	35368665	35374678	5665	-	1	0	0	0	0	0
ENSMUSG00000071866	chr11	6315446	6319820	5801	+	11723	9253	9791	8732	2095	4776
ENSMUSG00000071867	chr18	15169755	15170201	447	+	1	0	0	0	0	0
ENSMUSG00000071868	chr18	10482680	10483544	865	-	8	3	4	11	1	0
ENSMUSG00000071890	chr1	164954433	165015801	2956	-	0	0	0	0	0	0
ENSMUSG00000071893	chr6	56874016	56908094	3269	+	0	0	0	4	0	2
ENSMUSG00000071909	chr13	50562676	50570724	2548	+	0	1	1	3	1	1
ENSMUSG00000071937	chr8	41837562	41841529	2620	+	2	0	2	1	0	1
ENSMUSG00000071952	chr7	50355091	50355213	123	+	32	26	34	20	7	21
ENSMUSG00000071960	chrY	2156899	2168120	1731	+	0	0	0	0	0	0
ENSMUSG00000071964	chrY_random	43172478	43197989	3981	+	0	0	0	0	0	0
ENSMUSG00000071984	chr17	7931434	8020167	11806	-	26	17	10	22	8	40
ENSMUSG00000072049	chrX	121240948	121249519	14711	-	3	2	4	2	2	1
ENSMUSG00000072066	chr13	62706550	62708859	318	-	45	35	40	63	13	46
ENSMUSG00000072068	chr14	60772988	60773192	205	+	0	0	0	0	0	0
ENSMUSG00000072082	chr17	24359494	24388292	6738	-	4592	3896	3722	4080	743	2635
ENSMUSG00000072100	chrX	151321348	151324810	1079	-	0	0	0	0	0	0
ENSMUSG00000072109	chr1	85102521	85110610	7580	+	763	690	574	1115	256	637
ENSMUSG00000072115	chr14	51710752	51721682	1895	+	5	4	5	6	1	4
ENSMUSG00000072145	chr14	45119793	45126016	899	+	0	0	0	0	0	0
ENSMUSG00000072157	chrX	25903110	25972691	1817	-	0	0	0	0	0	0
ENSMUSG00000072188	chr5	14974113	14978935	1215	-	1	0	0	0	0	0
ENSMUSG00000072211	chr17	21289526	21291052	1527	+	0	0	0	0	0	0
ENSMUSG00000072214	chr16	18621904	18630004	4139	-	13	8	9	18	1	15
ENSMUSG00000072235	chr15	98780272	98783982	3173	-	1567	1432	1385	1226	241	548
ENSMUSG00000072241	chr7	92143155	92160530	3480	-	0	0	0	0	0	1
ENSMUSG00000072244	chr7	111367307	111383666	8501	+	5508	5051	4529	4897	993	3007
ENSMUSG00000072249	chrX	8640216	8640948	733	+	13	28	16	14	5	13
ENSMUSG00000072255	chr12	55802283	55802698	416	-	10	5	1	4	0	5
ENSMUSG00000072258	chr1_random	362329	382686	1478	+	299	295	248	307	57	196
ENSMUSG00000072259	chr7	48539697	48545553	3033	+	0	0	0	0	0	0
ENSMUSG00000072294	chr14	100269869	100549015	5724	-	172	222	163	437	126	471
ENSMUSG00000072295	chr1	59107350	59151744	4643	-	1	1	0	1	1	3
ENSMUSG00000072312	chr7	115098157	115099089	933	+	0	0	0	0	0	2
ENSMUSG00000072324	chr1	51997494	51998105	612	-	480	380	438	341	70	141
ENSMUSG00000072381	chr3	101110484	101111002	519	-	0	0	0	0	0	0
ENSMUSG00000072387	chr3	46854304	46855563	1260	-	0	0	0	0	0	0
ENSMUSG00000072402	chr10	128687592	128688530	939	+	0	0	0	0	0	0
ENSMUSG00000072403	chr10	128675207	128676145	939	+	0	0	0	0	0	0
ENSMUSG00000072407	chr10	74325733	74326164	432	-	0	0	1	0	0	0
ENSMUSG00000072419	chr16	48310590	48319836	1948	+	2001	1868	1875	5097	1122	2955
ENSMUSG00000072421	chr13	8289092	8289361	534	-	0	4	3	0	0	1
ENSMUSG00000072423	chr14	55244147	55248393	4247	+	28	44	27	40	17	70
ENSMUSG00000072432	chr8	77929237	77930465	1229	-	0	0	0	0	0	0
ENSMUSG00000072437	chr19	60831890	60835816	3927	+	181	143	203	170	40	84
ENSMUSG00000072451	chr5	106291585	106292764	1180	-	0	0	0	0	0	0
ENSMUSG00000072460	chr7	69621192	69621503	312	+	0	1	0	0	0	0
ENSMUSG00000072467	chr7	22902341	22902775	405	-	0	0	0	0	0	0
ENSMUSG00000072473	chr14	33189688	33201559	398	-	0	0	0	2	0	0
ENSMUSG00000072476	chr6	76445472	76447778	2307	-	32	29	30	22	9	24
ENSMUSG00000072477	chr6	70374156	70374424	252	+	0	0	0	0	0	0
ENSMUSG00000072479	chrX	70394135	70404211	3243	+	47	37	33	35	5	12
ENSMUSG00000072481	chr7	109669011	109669538	528	-	1	3	0	0	0	0
ENSMUSG00000072487	chr15	73591840	73670129	11630	-	3	3	1	2	2	4
ENSMUSG00000072489	chr15	73258786	73259370	585	-	2	3	2	3	0	1
ENSMUSG00000072491	chr6	29457725	29459698	1487	+	2	1	1	2	1	4
ENSMUSG00000072492	chr14	55657299	55661816	2329	+	16	13	10	37	8	19
ENSMUSG00000072494	chr14	55491518	55496387	3809	-	7	3	4	6	0	4
ENSMUSG00000072501	chr15	66409128	66473502	5572	+	573	531	455	579	157	427
ENSMUSG00000072511	chr15	65754005	65808366	2262	-	0	0	1	0	0	1
ENSMUSG00000072528	chr18	42412040	42412489	450	+	8	9	8	8	0	3
ENSMUSG00000072531	chr14	53792402	53793265	864	-	0	0	0	0	0	0
ENSMUSG00000072541	chr15	64846718	64847029	312	+	0	0	0	0	0	0
ENSMUSG00000072548	chr14	53522450	53522905	456	+	0	0	0	0	0	0
ENSMUSG00000072551	chr14	53481442	53482305	864	-	0	0	0	0	0	0
ENSMUSG00000072553	chr11	88935155	88954354	1060	+	17	10	11	69	13	43
ENSMUSG00000072566	chr15	61869542	62209651	9184	+	347	429	332	691	215	813
ENSMUSG00000072568	chr15	60650551	60656635	5563	-	159	152	132	128	53	108
ENSMUSG00000072571	chr14	52636540	52639462	1227	+	43	58	42	152	26	92
ENSMUSG00000072572	chr14	52512564	52516420	5807	+	29	24	26	47	11	31
ENSMUSG00000072573	chr5	135152360	135156015	1148	+	2	1	2	1	0	0
ENSMUSG00000072574	chr14	45097008	45099582	462	-	1	2	0	0	0	0
ENSMUSG00000072575	chr14	51734240	51737466	1257	+	0	0	0	0	0	0
ENSMUSG00000072576	chr5	134939086	134939395	520	+	1	2	2	1	1	2
ENSMUSG00000072582	chr11	86497487	86505959	6170	+	605	447	481	499	123	294
ENSMUSG00000072584	chr15	53716461	53718152	1222	+	0	0	0	0	0	0
ENSMUSG00000072585	chr14	48189117	48189452	336	+	0	0	1	2	1	0
ENSMUSG00000072589	chr14	47717354	47735836	1411	-	0	0	0	0	0	1
ENSMUSG00000072591	chr5	129084981	129106568	7924	-	95	72	66	31	10	21
ENSMUSG00000072592	chr15	43262489	43308582	668	-	0	0	0	0	1	0
ENSMUSG00000072594	chr14	45216340	45216903	564	+	0	0	0	0	0	0
ENSMUSG00000072595	chr14	44740834	44749036	1287	-	7	10	2	4	1	2
ENSMUSG00000072596	chr14	44680319	44681199	719	+	0	0	0	0	0	0
ENSMUSG00000072598	chr14	44579329	44584083	1158	-	0	0	0	0	0	0
ENSMUSG00000072599	chr14	44624650	44625115	466	+	0	0	0	0	0	0
ENSMUSG00000072600	chr14	44452533	44452999	925	-	0	0	0	0	0	0
ENSMUSG00000072601	chr14	44396430	44397304	713	-	0	0	0	0	0	0
ENSMUSG00000072602	chr14	44180292	44185730	1771	-	0	0	0	0	0	0
ENSMUSG00000072603	chr14	44020916	44026359	899	-	0	0	0	0	0	0
ENSMUSG00000072605	chr14	43688721	43694161	1428	-	0	0	0	0	0	0
ENSMUSG00000072606	chr14	43371375	43376794	899	-	0	0	0	0	0	0
ENSMUSG00000072607	chr14	43234745	43242412	1668	+	0	0	0	0	0	0
ENSMUSG00000072608	chr14	43215274	43220724	1638	-	0	0	0	0	0	0
ENSMUSG00000072609	chr14	42870714	42876165	1638	-	0	0	0	0	0	0
ENSMUSG00000072610	chr14	42660348	42904201	2813	+	69	74	46	34	13	49
ENSMUSG00000072612	chr5	125869692	125870924	1233	+	2	1	3	2	0	0
ENSMUSG00000072613	chr14	42383985	42394594	2616	+	5	5	5	8	2	5
ENSMUSG00000072616	chr14	36902544	36904002	477	-	0	0	0	0	0	0
ENSMUSG00000072618	chr15	36800256	36809571	2046	-	0	0	0	2	0	0
ENSMUSG00000072620	chr11	82878614	82884180	1664	+	0	1	1	0	0	0
ENSMUSG00000072621	chr11	82841632	82853544	10449	-	7	5	3	8	2	7
ENSMUSG00000072623	chr6	118411968	118429338	3968	-	29	33	28	24	7	30
ENSMUSG00000072624	chr14	34854264	34860167	1903	+	4	1	5	3	0	4
ENSMUSG00000072625	chr14	34754225	34760384	2988	+	0	0	0	0	0	0
ENSMUSG00000072640	chr11	78640086	78660372	8741	+	280	273	202	342	74	238
ENSMUSG00000072641	chr5	122308562	122308977	414	-	0	0	0	0	0	0
ENSMUSG00000072647	chr5	121968613	121971704	3092	-	51	69	41	74	21	92
ENSMUSG00000072653	chr6	47893170	47905912	17528	+	150	142	112	227	45	181
ENSMUSG00000072657	chr6	148937251	148939953	1310	+	1	0	0	1	0	2
ENSMUSG00000072660	chr6	147391324	147424568	2141	-	0	1	7	4	0	2
ENSMUSG00000072662	chr6	147023582	147035554	1667	-	6	14	6	12	2	12
ENSMUSG00000072663	chr15	9507948	9678623	19824	-	18	15	10	9	3	6
ENSMUSG00000072664	chr15	9203074	9244787	4168	+	3	4	2	4	1	1
ENSMUSG00000072671	chr5	120571112	120589272	8237	-	0	1	2	2	0	0
ENSMUSG00000072672	chr14	27077448	27088922	7262	+	0	0	0	0	1	1
ENSMUSG00000072673	chr11	77330162	77332700	1732	-	0	0	0	0	0	1
ENSMUSG00000072674	chr14	26987274	27001759	450	-	3	0	1	0	0	0
ENSMUSG00000072675	chr14	26937835	26949273	6945	+	0	0	0	0	0	0
ENSMUSG00000072676	chr14	26883225	26886841	1784	-	0	0	0	0	0	0
ENSMUSG00000072677	chr6	144618947	144621240	1207	-	0	0	0	1	0	0
ENSMUSG00000072678	chr14	26761978	26775856	1710	+	1	1	1	5	0	1
ENSMUSG00000072679	chr6	143194408	143245792	4558	+	1	1	0	2	0	2
ENSMUSG00000072680	chr14	26743484	26746870	3522	-	0	1	0	0	0	2
ENSMUSG00000072681	chr14	26706998	26722368	1331	-	0	0	0	0	0	0
ENSMUSG00000072682	chr11	77272206	77273717	1512	+	0	0	0	0	0	0
ENSMUSG00000072683	chr6	142762751	142782014	4306	+	0	0	1	0	0	1
ENSMUSG00000072684	chr14	26484519	26486217	1699	+	0	0	0	0	0	0
ENSMUSG00000072686	chr14	25728900	25732926	397	+	0	0	0	0	0	0
ENSMUSG00000072688	chr5	117768754	117769251	498	-	3	1	3	7	0	2
ENSMUSG00000072692	chr5	115552931	115560277	1308	-	9	11	3	8	1	14
ENSMUSG00000072693	chr5	115547698	115548304	607	-	0	3	0	1	0	1
ENSMUSG00000072694	chr5	115258205	115263985	1333	-	97	86	66	86	15	48
ENSMUSG00000072704	chr6	133055257	133057765	2509	+	310	268	289	277	83	169
ENSMUSG00000072707	chr14	15160627	15161580	954	+	0	1	0	1	0	2
ENSMUSG00000072708	chr11	73299389	73304979	2001	-	0	0	0	0	0	1
ENSMUSG00000072709	chr11	73266777	73270960	2216	-	0	0	0	0	0	0
ENSMUSG00000072714	chr14	12060066	12060506	441	+	12	10	14	5	5	5
ENSMUSG00000072717	chr6	130032935	130044695	1322	-	0	0	0	0	0	0
ENSMUSG00000072718	chr6	130219212	130231946	1637	-	0	0	0	0	0	0
ENSMUSG00000072720	chr5	113117896	113325382	8280	-	271	272	223	158	28	142
ENSMUSG00000072721	chr6	130099124	130112587	1669	-	0	0	0	0	0	0
ENSMUSG00000072722	chr5	112878446	112880758	2313	+	0	1	2	1	0	0
ENSMUSG00000072723	chr14	8576577	8624165	4519	-	8	16	15	19	3	17
ENSMUSG00000072726	chr14	8156502	8164909	997	-	0	0	1	0	0	0
ENSMUSG00000072728	chr14	8018441	8027054	2066	-	0	0	0	0	0	0
ENSMUSG00000072729	chr14	7949312	7957926	2760	-	0	0	0	0	0	0
ENSMUSG00000072731	chr14	8046111	8077221	2472	-	0	3	3	4	1	6
ENSMUSG00000072735	chr14	7568221	8002264	3618	-	7	5	2	11	2	3
ENSMUSG00000072736	chr14	7238341	7244996	1745	-	0	0	0	0	0	0
ENSMUSG00000072738	chr14	7213235	7222833	1089	-	0	0	0	0	0	0
ENSMUSG00000072739	chr14	7010506	7020414	1512	+	1	0	0	0	0	0
ENSMUSG00000072740	chr14	6826495	6994927	2548	+	0	0	0	0	0	0
ENSMUSG00000072741	chr14	5033524	5071252	1691	+	0	0	0	1	0	0
ENSMUSG00000072742	chr14	6373809	6376892	612	+	0	0	0	0	0	0
ENSMUSG00000072743	chr14	6419676	6422653	612	+	0	0	0	0	0	0
ENSMUSG00000072744	chr14	44249627	44254864	1404	-	0	0	0	0	0	0
ENSMUSG00000072749	chr14	6956220	6964652	1596	+	0	0	0	0	0	0
ENSMUSG00000072753	chr11	71330038	71386685	2633	+	0	0	0	1	0	2
ENSMUSG00000072754	chr5	110783115	110785106	685	+	9	9	7	3	0	2
ENSMUSG00000072761	chr17	17452246	17456475	474	+	303	257	246	295	75	194
ENSMUSG00000072762	chr5	110165009	110180905	2600	-	1481	1435	1298	1249	400	911
ENSMUSG00000072763	chr5	110103564	110120060	3341	-	938	927	761	771	192	489
ENSMUSG00000072768	chr11	70353525	70354102	576	-	0	0	0	0	0	0
ENSMUSG00000072769	chr5	108798877	108807258	1671	+	0	1	1	0	0	1
ENSMUSG00000072770	chr6	124999707	125013285	6711	+	88	77	66	75	20	40
ENSMUSG00000072772	chr6	124689201	124691392	3453	-	150	138	117	131	27	86
ENSMUSG00000072774	chr5	105242366	105246371	2478	-	1613	1709	1489	1799	589	1404
ENSMUSG00000072778	chr6	124141614	124181802	2574	-	0	0	1	0	0	2
ENSMUSG00000072779	chr6	123772832	123803208	2568	-	0	0	0	0	0	0
ENSMUSG00000072780	chr6	123728989	123766298	2565	+	0	0	0	0	0	0
ENSMUSG00000072789	chr6	122645990	122646939	1832	+	14	11	19	5	1	4
ENSMUSG00000072791	chr12	120106297	120204894	5930	-	23	28	23	26	4	6
ENSMUSG00000072800	chr6	120442106	120443977	789	-	0	0	0	0	0	0
ENSMUSG00000072809	chr11	68871220	68873985	2766	-	6	10	6	14	1	7
ENSMUSG00000072812	chr12	114010405	114040868	16988	-	143	152	135	66	24	49
ENSMUSG00000072813	chr5	96204889	96233254	3434	+	0	0	0	0	0	0
ENSMUSG00000072814	chr5	96171033	96175636	3557	+	0	0	0	0	0	0
ENSMUSG00000072815	chr5	96161109	96165192	1596	-	0	0	0	0	0	0
ENSMUSG00000072816	chr5	95709481	95711989	1218	+	0	0	0	1	0	0
ENSMUSG00000072817	chr5	95697512	95701787	1848	-	0	0	0	0	0	1
ENSMUSG00000072818	chr5	95568294	95623260	3228	+	0	0	0	0	0	0
ENSMUSG00000072820	chr5	95417718	95455642	2515	+	0	0	0	0	0	0
ENSMUSG00000072821	chr5	94505411	94510023	3563	+	0	0	0	0	0	0
ENSMUSG00000072822	chr5	94495177	94499571	1897	-	0	0	0	0	2	0
ENSMUSG00000072823	chr5	94353803	94499571	1848	-	0	0	0	0	0	0
ENSMUSG00000072824	chr5	94135313	94284656	3736	+	3	7	4	1	1	3
ENSMUSG00000072825	chr12	113960385	113984802	10532	+	851	810	717	1018	245	949
ENSMUSG00000072826	chr5	93911097	93965360	1710	-	0	0	0	0	0	0
ENSMUSG00000072828	chr5	93233246	93238514	3306	-	2	1	2	0	0	2
ENSMUSG00000072829	chr6	117666491	117667485	995	+	648	536	557	484	120	318
ENSMUSG00000072830	chr12	112665085	112669157	3364	-	22	31	29	39	8	22
ENSMUSG00000072834	chr11	66719223	66760588	731	-	1	5	2	3	4	6
ENSMUSG00000072837	chr10	126435496	126435616	121	+	0	0	0	0	0	0
ENSMUSG00000072843	chr11	62565413	62567923	2511	+	0	0	0	0	0	0
ENSMUSG00000072844	chrX	166412975	166416849	2380	-	64	85	55	81	14	108
ENSMUSG00000072845	chr5	86839435	86898015	2657	-	0	0	0	0	0	0
ENSMUSG00000072847	chr11	61678070	61682270	4338	-	195	207	194	227	70	219
ENSMUSG00000072849	chr12	105185141	105197185	2870	-	0	0	0	1	0	0
ENSMUSG00000072852	chr5	77357393	77376783	940	+	0	0	0	0	0	0
ENSMUSG00000072855	chr5	77085537	77087380	1844	+	4	2	2	3	3	4
ENSMUSG00000072872	chr6	100178560	100237435	4458	-	2850	2823	2357	2705	793	2094
ENSMUSG00000072874	chr5	75345219	75362393	1433	+	0	0	0	0	0	0
ENSMUSG00000072875	chr6	99642673	99643812	1140	+	5	3	5	6	3	4
ENSMUSG00000072878	chr6	96114497	96116199	1703	-	1	0	0	0	0	0
ENSMUSG00000072880	chr12	102137225	102137614	390	-	0	0	0	0	0	0
ENSMUSG00000072884	chr12	101426178	101431750	2825	+	7	7	10	16	3	12
ENSMUSG00000072888	chrX	151009771	151013903	923	-	0	0	0	0	0	0
ENSMUSG00000072889	chr5	72904540	72950923	12755	-	442	383	378	429	133	313
ENSMUSG00000072893	chr11	59319164	59327149	10024	+	88	61	63	173	24	104
ENSMUSG00000072894	chr6	90855693	90856501	1442	+	0	0	0	2	1	2
ENSMUSG00000072898	chr11	59021748	59022222	471	-	4	9	6	2	3	2
ENSMUSG00000072900	chr12	110824281	110824364	84	+	9	8	5	12	0	4
ENSMUSG00000072902	chr11	58816412	58820795	5756	+	0	1	0	0	0	0
ENSMUSG00000072905	chr12	89509084	89562433	2843	-	76	73	71	94	21	45
ENSMUSG00000072906	chr12	89488110	89488544	435	-	0	0	0	0	0	0
ENSMUSG00000072907	chr12	89414033	89420338	3363	-	0	0	0	0	0	0
ENSMUSG00000072909	chr12	89322141	89322575	435	+	0	3	1	1	0	3
ENSMUSG00000072910	chr12	88985077	88985570	494	-	0	0	0	0	0	0
ENSMUSG00000072915	chr11	58672935	58675458	2524	+	125	92	95	113	23	83
ENSMUSG00000072917	chr6	89090999	89097347	2405	+	0	0	0	0	0	0
ENSMUSG00000072918	chr5	66152230	66155105	934	-	5	5	0	5	3	4
ENSMUSG00000072919	chr12	88562205	88574506	1101	-	127	106	117	101	14	58
ENSMUSG00000072921	chrX	146376198	146419525	2026	+	3	6	6	5	1	2
ENSMUSG00000072922	chrX	146219016	146261237	6027	+	0	1	1	1	0	0
ENSMUSG00000072923	chrX	146029113	146071307	3647	+	0	1	0	1	0	0
ENSMUSG00000072924	chrX	145882160	145922327	3980	+	0	0	0	0	0	0
ENSMUSG00000072925	chrX	145508825	145572695	10080	+	0	0	0	0	0	0
ENSMUSG00000072928	chrX	145098141	145138392	2026	+	0	0	0	1	0	0
ENSMUSG00000072929	chrX	144725409	144789273	3787	+	0	0	0	0	0	0
ENSMUSG00000072930	chrX	144615267	144659253	2028	+	0	0	0	0	0	0
ENSMUSG00000072931	chrX	144427536	144467717	2029	+	0	0	0	0	0	0
ENSMUSG00000072932	chrX	144200534	144267999	4000	+	2	0	0	1	0	0
ENSMUSG00000072934	chrX	140891124	140911609	3585	+	37	51	31	14	10	30
ENSMUSG00000072940	chr6	86284004	86284310	517	+	0	2	2	0	0	0
ENSMUSG00000072941	chr5	52755185	52762644	3570	+	0	0	1	0	1	0
ENSMUSG00000072944	chrX	136541344	136597251	4271	-	965	801	802	1135	279	551
ENSMUSG00000072945	chrX	136314088	136316892	811	-	18	19	12	12	2	10
ENSMUSG00000072946	chr12	85626182	85656782	15264	+	534	480	445	466	123	282
ENSMUSG00000072949	chr12	85350448	85358621	3123	+	24	23	13	13	2	10
ENSMUSG00000072950	chr6	85089268	85093643	319	+	0	2	0	0	1	0
ENSMUSG00000072952	chr6	85061410	85076119	4674	-	5	6	7	9	1	10
ENSMUSG00000072955	chrX	133489527	133511408	816	-	9	7	5	11	1	2
ENSMUSG00000072960	chrX	133276397	133277682	1286	+	61	46	42	46	21	41
ENSMUSG00000072962	chr5	44491681	44493752	2072	+	0	0	2	0	0	0
